time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,hour,interpolated
1674257099,4d002c,49.62724685668945,6.20640804893092,10.385352770643918,-138.96802812366684,,PC066,True,True,True,NaN,,,1674257098.922,1674257098.922,1674255600,False
1674257100,4d002c,49.62717640269881,6.2063133936988395,10.385352770643918,-138.96802812366684,,PC066,True,True,True,NaN,,,1674257099.922,1674257099.922,1674255600,True
1674257101,4d002c,49.62717605849443,6.206310375316723,0.22074972207336713,80.01554979860815,,PC066,True,True,True,NaN,,,1674257100.792,1674257100.792,1674255600,False
1674257102,4d002c,49.62728080102953,6.206440281223607,14.939821125660336,-141.22241022034774,,PC066,True,True,True,NaN,,,1674257101.995,1674257101.995,1674255600,False
1674257103,4d002c,49.62714114431607,6.206273259343328,19.64378124309354,37.7642982261559,,PC066,True,True,True,NaN,,,1674257102.975,1674257102.975,1674255600,False
1674257104,4d002c,49.62704803984044,6.206161911423142,13.09586589520594,37.764385703175336,,PC066,True,True,True,NaN,,,1674257103.835,1674257103.835,1674255600,False
1674257105,4d002c,49.62700653076172,6.206137004651521,4.95198023906096,21.239951130941115,,PC066,True,True,True,NaN,,,1674257104.879,1674257104.879,1674255600,False
1674257106,4d002c,49.62698984954316,6.206124795449747,2.0527731273291954,25.36584657459151,,PC066,True,True,True,NaN,,,1674257105.428,1674257105.428,1674255600,False
1674257107,4d002c,49.62696075439453,6.206082795795641,4.429245136932172,43.077919724647,,PC066,True,True,True,NaN,,,1674257106.466,1674257106.466,1674255600,False
1674257108,4d002c,49.62692002118644,6.206050563502957,5.089668219636319,27.138555430477503,,PC066,True,True,True,NaN,,,1674257107.544,1674257107.544,1674255600,False
1674257109,4d002c,49.62689674506753,6.206032005516258,2.9129803626681716,27.314493634987514,,PC066,True,True,True,NaN,,,1674257108.644,1674257108.871,1674255600,False
1674257110,4d002c,49.62686920166016,6.206010517321134,3.431556755339974,26.810052784099685,,PC066,True,True,True,NaN,,,1674257109.67,1674257109.67,1674255600,False
1674257111,4d002c,49.62684631347656,6.205974378083881,3.6404765871562628,45.64530519879871,,PC066,True,True,True,NaN,,,1674257110.656,1674257110.656,1674255600,False
1674257112,4d002c,49.62681527865135,6.20593921558277,4.280572801100645,36.2755516580311,,PC066,True,True,True,NaN,,,1674257111.591,1674257111.591,1674255600,False
1674257113,4d002c,49.62678036447299,6.205902099609375,4.713715193548272,34.5518129405642,,PC066,True,True,True,NaN,,,1674257112.581,1674257112.581,1674255600,False
1674257114,4d002c,49.62675476074219,6.205865960372122,3.8576227378217665,42.436915047991405,,PC066,True,True,True,NaN,,,1674257113.18,1674257113.887,1674255600,False
1674257115,4d002c,49.62668725999735,6.205790751689189,9.256433723073371,35.81920557531397,,PC066,True,True,True,NaN,,,1674257114.983,1674257114.983,1674255600,False
1674257116,4d002c,49.62666398387844,6.205753635715794,3.7209892713689845,45.92780480733105,,PC066,True,True,True,NaN,,,1674257115.558,1674257115.558,1674255600,False
1674257117,4d002c,49.62660598754883,6.205649124948602,9.912365991541053,49.413773097842046,,PC066,True,True,True,NaN,,,1674257116.899,1674257116.899,1674255600,False
1674257118,4d002c,49.62672217417571,6.205827867662585,18.239058316482325,-135.09953959522966,,PC066,True,True,True,NaN,,,1674257117.857,1674257117.931,1674255600,False
1674257119,4d002c,49.62668725999735,6.205790751689189,4.71371809196145,34.551864085676485,,PC066,True,True,True,NaN,,,1674257118.998,1674257118.998,1674255600,False
1674257120,4d002c,49.62658251746226,6.205605171822213,17.729226219226717,48.933868640464695,,PC066,True,True,True,NaN,,,1674257119.984,1674257119.984,1674255600,False
1674257121,4d002c,49.62652587890625,6.205540707236842,7.824567103835689,36.400289465106475,,PC066,True,True,True,NaN,,,1674257120.945,1674257120.947,1674255600,False
1674257122,4d002c,49.62643432617188,6.205396150287829,14.561964060038626,45.64548593186622,,PC066,True,True,True,NaN,,,1674257121.905,1674257121.905,1674255600,False
1674257123,4d002c,49.62652587890625,6.205540707236842,14.561964060038626,-134.35440393849828,,PC066,True,True,True,NaN,,,1674257122.721,1674257122.721,1674255600,False
1674257124,4d002c,49.62625665179753,6.205104106181377,43.41852148526748,46.409987042513286,,PC066,True,True,True,NaN,,,1674257123.842,1674257123.842,1674255600,False
1674257125,4d002c,49.62620544433594,6.204998618678042,9.494923174706225,53.152265152969434,,PC066,True,True,True,NaN,,,1674257124.835,1674257124.835,1674255600,False
1674257126,4d002c,49.62615966796875,6.204926340203536,7.281004766144867,45.6456883911229,,PC066,True,True,True,NaN,,,1674257125.737,1674257125.737,1674255600,False
1674257127,4d002c,49.62611389160156,6.204835992110403,8.261904254337043,51.968596942108036,,PC066,True,True,True,NaN,,,1674257126.677,1674257126.677,1674255600,False
1674257128,4d002c,49.62605880478681,6.204751504434122,8.634487337573582,44.813199474359244,,PC066,True,True,True,NaN,,,1674257127.65,1674257127.65,1674255600,False
1674257129,4d002c,49.62601225254899,6.204658714500633,8.453702557698056,52.242507856778055,,PC066,True,True,True,NaN,,,1674257128.574,1674257128.574,1674255600,False
1674257130,4d002c,49.62595367431641,6.204564947831003,9.3831093957663,46.037754249461486,,PC066,True,True,True,NaN,,,1674257129.717,1674257129.717,1674255600,False
1674257131,4d002c,49.62590789794922,6.204474599737869,8.261925928991069,51.96871450476043,,PC066,True,True,True,NaN,,,1674257130.707,1674257130.707,1674255600,False
1674257132,4d002c,49.62586212158203,6.204384251644736,8.261930744920054,51.96874063022125,,PC066,True,True,True,NaN,,,1674257131.74,1674257131.74,1674255600,False
1674257133,4d002c,49.62580276747881,6.204306112753378,8.673876654845413,40.457155870397116,,PC066,True,True,True,NaN,,,1674257132.863,1674257132.863,1674255600,False
1674257134,4d002c,49.62575621524099,6.20421332281989,8.453730328418208,52.24265362435254,,PC066,True,True,True,NaN,,,1674257133.781,1674257133.781,1674255600,False
1674257135,4d002c,49.62570190429688,6.204113207365337,9.40602291028468,50.05539118917632,,PC066,True,True,True,NaN,,,1674257134.818,1674257134.818,1674255600,False
1674257136,4d002c,49.62566311076536,6.204046300939612,6.467818760801353,48.16868242116869,,PC066,True,True,True,NaN,,,1674257135.828,1674257135.828,1674255600,False
1674257137,4d002c,49.62560969022671,6.203958042949334,8.700500347214394,-133.05731382948616,,PC066,True,True,True,NaN,,,1674257136.828,1674257136.828,1674255600,True
1674257138,4d002c,49.62560492046808,6.203953511006123,0.6227802493651023,31.611540808101143,,PC066,True,True,True,NaN,,,1674257137.987,1674257137.987,1674255600,False
1674257139,4d002c,49.62575621524099,6.20421332281989,25.164266739763413,-131.95405233385566,,PC066,True,True,True,NaN,,,1674257138.992,1674257138.992,1674255600,False
1674257140,4d002c,49.62574333307192,6.204196202394551,1.8901287442161374,-139.2749136496399,,PC066,True,True,True,NaN,,,1674257139.992,1674257139.992,1674255600,True
1674257141,4d002c,49.62560492046808,6.203953511006123,23.29079147080998,48.63825839443708,,PC066,True,True,True,NaN,,,1674257140.889,1674257140.889,1674255600,False
1674257142,4d002c,49.62534888316009,6.203471003351985,44.927219682959816,50.67672685177295,,PC066,True,True,True,NaN,,,1674257141.932,1674257141.932,1674255600,False
1674257143,4d002c,49.62530136108398,6.203390422620271,7.849343781380749,47.68509315227206,,PC066,True,True,True,NaN,,,1674257142.922,1674257142.922,1674255600,False
1674257144,4d002c,49.6252555847168,6.203300074527138,8.261994562462933,51.96908680261459,,PC066,True,True,True,NaN,,,1674257143.878,1674257143.878,1674255600,False
