time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,hour,interpolated
1675161224,3e0686,48.765380859375,8.070866511418268,23.98103757372746,215.3947958449871,4.22656,DHTRA,True,True,True,NaN,99.06,274.32,1675161223.56,1675161223.56,1675159200,False
1675161225,3e0686,48.76528465141684,8.070759020353618,23.98103757372746,215.3947958449871,3.90144,DHTRA,True,True,True,NaN,99.06,281.94,1675161224.213,1675161224.213,1675159200,False
1675161226,3e0686,48.76500533798993,8.07046990645559,23.26402000048831,215.0958167870261,4.22656,DHTRA,True,True,True,NaN,106.68,281.94,1675161225.744,1675161225.744,1675159200,False
1675161227,3e0686,48.76483154296875,8.070232684795672,23.26402000048831,215.0958167870261,4.22656,DHTRA,True,True,True,NaN,114.3,289.56,1675161226.782,1675161226.782,1675159200,False
1675161228,3e0686,48.764640951661896,8.070052972927629,24.952604524809153,-148.13789346037598,2.5400000000000205,DHTRA,True,True,True,NaN,116.84,292.1,1675161227.782,1675161227.782,1675159200,True
1675161229,3e0686,48.76458892213716,8.069930089168828,10.7047638142254,-122.71441953976284,5.079999999999984,DHTRA,True,True,True,NaN,119.38,294.64,1675161228.782,1675161228.782,1675159200,True
1675161230,3e0686,48.7644001588983,8.069747121710526,22.84502100362773,215.8376529542783,4.22656,DHTRA,True,True,True,NaN,121.92,297.18,1675161229.404,1675161229.404,1675159200,False
1675161231,3e0686,48.76419067382812,8.069598858173077,22.84502100362773,215.8376529542783,4.22656,DHTRA,True,True,True,NaN,129.54,312.42,1675161230.821,1675161230.821,1675159200,False
1675161232,3e0686,48.76402774099576,8.069385729337993,22.42999438224486,216.6070748126075,4.22656,DHTRA,True,True,True,NaN,137.16,312.42,1675161231.646,1675161231.646,1675159200,False
1675161233,3e0686,48.763916015625,8.069246732271633,22.84502100362773,215.8376529542783,3.90144,DHTRA,True,True,True,NaN,137.16,320.04,1675161232.135,1675161232.729,1675159200,False
1675161234,3e0686,48.76370187533104,8.06902433696546,22.42999438224486,216.6070748126075,3.90144,DHTRA,True,True,True,NaN,144.78,320.04,1675161233.878,1675161233.878,1675159200,False
1675161235,3e0686,48.76359558105469,8.068894606370192,22.42999438224486,216.6070748126075,3.90144,DHTRA,True,True,True,NaN,144.78,327.66,1675161234.097,1675161234.097,1675159200,False
1675161236,3e0686,48.763389933157065,8.06868269822443,27.643170917722124,-145.814205484679,0.0,DHTRA,True,True,True,NaN,152.4,327.66,1675161235.097,1675161235.097,1675159200,True
1675161237,3e0686,48.76318359375,8.068472055288462,21.71051202738471,216.3268259521202,4.8768,DHTRA,True,True,True,NaN,160.02,327.66,1675161236.721,1675161236.721,1675159200,False
1675161238,3e0686,48.76305014400159,8.068301552220394,21.71051202738471,216.3268259521202,5.20192,DHTRA,True,True,True,NaN,160.02,342.9,1675161237.761,1675161237.761,1675159200,False
1675161239,3e0686,48.76286315917969,8.06804950420673,21.71051202738471,216.3268259521202,5.20192,DHTRA,True,True,True,NaN,167.64,342.9,1675161238.956,1675161238.956,1675159200,False
1675161240,3e0686,48.76277083057468,8.068012438322368,21.71051202738471,216.3268259521202,4.8768,DHTRA,True,True,True,NaN,167.64,342.9,1675161239.501,1675161239.501,1675159200,False
1675161241,3e0686,48.76258850097656,8.067767803485577,21.71051202738471,216.3268259521202,4.55168,DHTRA,True,True,True,NaN,175.26,342.9,1675161240.49,1675161240.49,1675159200,False
1675161242,3e0686,48.76235961914062,8.067556527944712,21.40977238700944,215.2175929681927,3.90144,DHTRA,True,True,True,NaN,182.88,350.52,1675161241.962,1675161241.962,1675159200,False
1675161243,3e0686,48.7623053081965,8.067506489000822,21.83207239530723,214.4389893088036,3.57632,DHTRA,True,True,True,NaN,182.88,358.14,1675161242.514,1675161242.514,1675159200,False
1675161244,3e0686,48.76211909924523,8.067289653577301,21.97705731378066,212.5740571345725,3.57632,DHTRA,True,True,True,NaN,182.88,358.14,1675161243.546,1675161243.546,1675159200,False
1675161245,3e0686,48.76188633805614,8.06714509662829,21.63113146167921,205.3461759419467,3.2512,DHTRA,True,True,True,NaN,190.5,365.76,1675161244.966,1675161244.966,1675159200,False
1675161246,3e0686,48.76179323358051,8.067072818153783,21.49612733660312,201.0375110254218,3.57632,DHTRA,True,True,True,NaN,190.5,365.76,1675161245.656,1675161245.676,1675159200,False
1675161247,3e0686,48.76160702462924,8.067000539679276,21.092204,192.6803834918198,3.57632,DHTRA,True,True,True,NaN,198.12,365.76,1675161246.388,1675161246.388,1675159200,False
1675161248,3e0686,48.76140624656685,8.06698798570254,22.344457827197612,-177.6397577118752,3.8100000000000023,DHTRA,True,True,True,NaN,201.93,369.57,1675161247.388,1675161247.388,1675159200,True
1675161249,3e0686,48.76121520996094,8.066993126502403,22.60043305409168,168.1785116593928,3.57632,DHTRA,True,True,True,NaN,205.74,373.38,1675161248.571,1675161248.571,1675159200,False
1675161250,3e0686,48.76100184553761,8.067072818153783,23.93132443995326,154.5366549381284,3.2512,DHTRA,True,True,True,NaN,205.74,381.0,1675161249.716,1675161249.716,1675159200,False
1675161251,3e0686,48.76080322265625,8.067274827223557,25.4116590385563,148.2405199151872,2.92608,DHTRA,True,True,True,NaN,213.36,381.0,1675161250.757,1675161250.757,1675159200,False
1675161252,3e0686,48.7606201171875,8.067486102764422,26.67678615850688,140.4773687288289,2.60096,DHTRA,True,True,True,NaN,213.36,388.62,1675161251.744,1675161251.744,1675159200,False
1675161253,3e0686,48.76043701171875,8.067767803485577,28.37381359337711,135.0,1.6256,DHTRA,True,True,True,NaN,213.36,388.62,1675161252.57,1675161252.57,1675159200,False
1675161254,3e0686,48.76020812988281,8.068190354567307,30.36962977283325,128.8113840367584,1.30048,DHTRA,True,True,True,NaN,213.36,388.62,1675161253.974,1675161253.974,1675159200,False
1675161255,3e0686,48.76011657714844,8.068401630108172,30.97790233774934,125.5376777919744,1.30048,DHTRA,True,True,True,NaN,213.36,388.62,1675161254.579,1675161254.579,1675159200,False
1675161256,3e0686,48.75993114406779,8.068735223067433,31.68323566671889,122.3998401739193,1.95072,DHTRA,True,True,True,NaN,220.98,388.62,1675161255.722,1675161255.722,1675159200,False
1675161257,3e0686,48.75979148735434,8.069168893914473,31.58702917089102,120.32360686255,2.92608,DHTRA,True,True,True,NaN,220.98,396.24,1675161256.708,1675161256.708,1675159200,False
1675161258,3e0686,48.75965183064089,8.069530286287005,31.7791509134995,119.0546040990771,3.2512,DHTRA,True,True,True,NaN,228.6,396.24,1675161257.639,1675161257.639,1675159200,False
1675161259,3e0686,48.75951217392743,8.06989167865954,31.53252174603154,118.2374455381673,3.57632,DHTRA,True,True,True,NaN,228.6,403.86,1675161258.784,1675161258.784,1675159200,False
1675161260,3e0686,48.7594190694518,8.070180792557565,31.29240687136738,117.4075754378184,3.90144,DHTRA,True,True,True,NaN,236.22,403.86,1675161259.443,1675161259.443,1675159200,False
1675161261,3e0686,48.75924682617188,8.070655235877403,31.51992972353435,116.1468412355809,4.22656,DHTRA,True,True,True,NaN,236.22,411.48,1675161260.587,1675161260.587,1675159200,False
